source,settlementDate,settlementPeriod,periodStartUTC,systemBuyPriceGBPperMWh,systemSellPriceGBPperMWh,netImbalanceVolumeMWh,fetchedAtUTC
Elexon BMRS System Prices,2019-01-01,32,2019-01-01T15:30:00Z,38.00,38.00,-311.19,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,33,2019-01-01T16:00:00Z,38.00,38.00,-265.41,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,34,2019-01-01T16:30:00Z,38.00,38.00,-88.32,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,35,2019-01-01T17:00:00Z,38.00,38.00,-33.41,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,36,2019-01-01T17:30:00Z,38.00,38.00,-154.65,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,37,2019-01-01T18:00:00Z,46.00,46.00,-17.07,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,38,2019-01-01T18:30:00Z,38.00,38.00,-12.09,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,39,2019-01-01T19:00:00Z,38.00,38.00,-222.26,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,40,2019-01-01T19:30:00Z,38.00,38.00,-236.19,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,41,2019-01-01T20:00:00Z,38.00,38.00,-344.36,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,42,2019-01-01T20:30:00Z,38.00,38.00,-550.22,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,43,2019-01-01T21:00:00Z,38.00,38.00,-369.68,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,44,2019-01-01T21:30:00Z,38.00,38.00,-378.25,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,45,2019-01-01T22:00:00Z,38.00,38.00,-210.45,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,46,2019-01-01T22:30:00Z,38.00,38.00,-293.43,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,47,2019-01-01T23:00:00Z,16.00,16.00,-347.09,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-01,48,2019-01-01T23:30:00Z,42.10,42.10,-415.51,2026-05-26T02:17:56.739338Z
Elexon BMRS System Prices,2019-01-02,1,2019-01-02T00:00:00Z,42.00,42.00,-705.56,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,2,2019-01-02T00:30:00Z,43.55,43.55,-285.29,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,3,2019-01-02T01:00:00Z,44.02,44.02,-95.17,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,4,2019-01-02T01:30:00Z,56.00,56.00,-76.05,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,5,2019-01-02T02:00:00Z,54.00,54.00,-16.50,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,6,2019-01-02T02:30:00Z,38.00,38.00,-120.18,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,7,2019-01-02T03:00:00Z,20.00,20.00,-264.33,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,8,2019-01-02T03:30:00Z,41.95,41.95,-375.72,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,9,2019-01-02T04:00:00Z,41.95,41.95,-467.81,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,10,2019-01-02T04:30:00Z,42.05,42.05,-306.74,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,11,2019-01-02T05:00:00Z,43.00,43.00,-173.47,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,12,2019-01-02T05:30:00Z,42.10,42.10,-381.16,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,13,2019-01-02T06:00:00Z,42.20,42.20,-488.92,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,14,2019-01-02T06:30:00Z,43.15,43.15,-521.32,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,15,2019-01-02T07:00:00Z,45.00,45.00,-438.13,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,16,2019-01-02T07:30:00Z,48.00,48.00,-455.71,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,17,2019-01-02T08:00:00Z,46.00,46.00,-737.74,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,18,2019-01-02T08:30:00Z,51.02,51.02,-244.40,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,19,2019-01-02T09:00:00Z,51.05,51.05,-78.18,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,20,2019-01-02T09:30:00Z,65.00,65.00,265.02,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,21,2019-01-02T10:00:00Z,87.00,87.00,176.90,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,22,2019-01-02T10:30:00Z,87.00,87.00,184.42,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,23,2019-01-02T11:00:00Z,92.80,92.80,101.91,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,24,2019-01-02T11:30:00Z,92.80,92.80,244.18,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,25,2019-01-02T12:00:00Z,100.00,100.00,225.68,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,26,2019-01-02T12:30:00Z,100.00,100.00,262.71,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,27,2019-01-02T13:00:00Z,98.00,98.00,307.70,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,28,2019-01-02T13:30:00Z,99.93,99.93,212.61,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,29,2019-01-02T14:00:00Z,99.93,99.93,137.39,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,30,2019-01-02T14:30:00Z,99.93,99.93,42.45,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,31,2019-01-02T15:00:00Z,51.50,51.50,-12.08,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,32,2019-01-02T15:30:00Z,51.25,51.25,-71.36,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,33,2019-01-02T16:00:00Z,156.50,156.50,132.70,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,34,2019-01-02T16:30:00Z,167.00,167.00,489.33,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,35,2019-01-02T17:00:00Z,158.00,158.00,412.78,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,36,2019-01-02T17:30:00Z,158.00,158.00,133.12,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,37,2019-01-02T18:00:00Z,52.75,52.75,-44.62,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,38,2019-01-02T18:30:00Z,51.25,51.25,-116.59,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,39,2019-01-02T19:00:00Z,100.00,100.00,43.84,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,40,2019-01-02T19:30:00Z,100.00,100.00,191.55,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,41,2019-01-02T20:00:00Z,106.00,106.00,250.53,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,42,2019-01-02T20:30:00Z,80.00,80.00,10.18,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,43,2019-01-02T21:00:00Z,80.00,80.00,88.20,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,44,2019-01-02T21:30:00Z,74.25,74.25,10.53,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,45,2019-01-02T22:00:00Z,72.50,72.50,19.39,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,46,2019-01-02T22:30:00Z,49.00,49.00,-317.70,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,47,2019-01-02T23:00:00Z,49.05,49.05,-80.14,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-02,48,2019-01-02T23:30:00Z,49.05,49.05,-21.10,2026-05-26T02:17:57.435251Z
Elexon BMRS System Prices,2019-01-03,1,2019-01-03T00:00:00Z,47.30,47.30,-199.04,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,2,2019-01-03T00:30:00Z,49.05,49.05,-129.64,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,3,2019-01-03T01:00:00Z,47.30,47.30,-176.15,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,4,2019-01-03T01:30:00Z,47.30,47.30,-345.70,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,5,2019-01-03T02:00:00Z,20.00,20.00,-181.29,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,6,2019-01-03T02:30:00Z,20.00,20.00,-257.46,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,7,2019-01-03T03:00:00Z,49.05,49.05,-230.21,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,8,2019-01-03T03:30:00Z,47.30,47.30,-364.38,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,9,2019-01-03T04:00:00Z,48.05,48.05,-331.46,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,10,2019-01-03T04:30:00Z,48.05,48.05,-254.94,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,11,2019-01-03T05:00:00Z,49.05,49.05,-335.15,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,12,2019-01-03T05:30:00Z,48.05,48.05,-844.34,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,13,2019-01-03T06:00:00Z,49.06,49.06,-471.89,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,14,2019-01-03T06:30:00Z,48.50,48.50,-838.92,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,15,2019-01-03T07:00:00Z,48.05,48.05,-1247.90,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,16,2019-01-03T07:30:00Z,48.05,48.05,-1181.39,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,17,2019-01-03T08:00:00Z,49.05,49.05,-1017.00,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,18,2019-01-03T08:30:00Z,50.05,50.05,-515.35,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,19,2019-01-03T09:00:00Z,52.30,52.30,-24.80,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,20,2019-01-03T09:30:00Z,60.00,60.00,68.35,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,21,2019-01-03T10:00:00Z,96.70,96.70,23.73,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,22,2019-01-03T10:30:00Z,100.00,100.00,66.68,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,23,2019-01-03T11:00:00Z,115.00,115.00,409.03,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,24,2019-01-03T11:30:00Z,115.00,115.00,429.40,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,25,2019-01-03T12:00:00Z,115.00,115.00,174.50,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,26,2019-01-03T12:30:00Z,112.90,112.90,250.09,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,27,2019-01-03T13:00:00Z,112.90,112.90,103.78,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,28,2019-01-03T13:30:00Z,60.00,60.00,49.44,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,29,2019-01-03T14:00:00Z,60.00,60.00,53.98,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,30,2019-01-03T14:30:00Z,112.90,112.90,125.83,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,31,2019-01-03T15:00:00Z,112.90,112.90,2.70,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,32,2019-01-03T15:30:00Z,53.00,53.00,-239.72,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,33,2019-01-03T16:00:00Z,0.00,0.00,-346.87,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,34,2019-01-03T16:30:00Z,0.00,0.00,-716.76,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,35,2019-01-03T17:00:00Z,50.11,50.11,-537.87,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,36,2019-01-03T17:30:00Z,50.40,50.40,-479.75,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,37,2019-01-03T18:00:00Z,51.20,51.20,-482.72,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,38,2019-01-03T18:30:00Z,53.75,53.75,-359.73,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,39,2019-01-03T19:00:00Z,55.00,55.00,-17.10,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,40,2019-01-03T19:30:00Z,53.77,53.77,-32.45,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,41,2019-01-03T20:00:00Z,110.00,110.00,98.88,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,42,2019-01-03T20:30:00Z,50.40,50.40,-226.48,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,43,2019-01-03T21:00:00Z,50.55,50.55,-254.95,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,44,2019-01-03T21:30:00Z,49.60,49.60,-431.74,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,45,2019-01-03T22:00:00Z,49.90,49.90,-373.01,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,46,2019-01-03T22:30:00Z,50.05,50.05,-395.69,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,47,2019-01-03T23:00:00Z,50.05,50.05,-269.21,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-03,48,2019-01-03T23:30:00Z,50.05,50.05,-210.33,2026-05-26T02:17:58.139428Z
Elexon BMRS System Prices,2019-01-04,1,2019-01-04T00:00:00Z,50.05,50.05,-340.86,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,2,2019-01-04T00:30:00Z,49.10,49.10,-404.45,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,3,2019-01-04T01:00:00Z,48.75,48.75,-346.99,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,4,2019-01-04T01:30:00Z,48.75,48.75,-313.24,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,5,2019-01-04T02:00:00Z,48.75,48.75,-520.90,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,6,2019-01-04T02:30:00Z,48.75,48.75,-579.16,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,7,2019-01-04T03:00:00Z,49.05,49.05,-279.70,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,8,2019-01-04T03:30:00Z,48.00,48.00,-367.21,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,9,2019-01-04T04:00:00Z,48.00,48.00,-458.99,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,10,2019-01-04T04:30:00Z,48.00,48.00,-422.26,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,11,2019-01-04T05:00:00Z,47.30,47.30,-672.33,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,12,2019-01-04T05:30:00Z,45.00,45.00,-833.74,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,13,2019-01-04T06:00:00Z,45.00,45.00,-873.28,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,14,2019-01-04T06:30:00Z,39.00,39.00,-1341.84,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,15,2019-01-04T07:00:00Z,39.00,39.00,-1427.16,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,16,2019-01-04T07:30:00Z,45.90,45.90,-1200.82,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,17,2019-01-04T08:00:00Z,47.30,47.30,-1185.34,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,18,2019-01-04T08:30:00Z,47.30,47.30,-769.80,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,19,2019-01-04T09:00:00Z,49.50,49.50,-268.96,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,20,2019-01-04T09:30:00Z,51.10,51.10,-44.20,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,21,2019-01-04T10:00:00Z,84.00,84.00,36.50,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,22,2019-01-04T10:30:00Z,51.25,51.25,-18.36,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,23,2019-01-04T11:00:00Z,50.40,50.40,-357.97,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,24,2019-01-04T11:30:00Z,50.40,50.40,-348.74,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,25,2019-01-04T12:00:00Z,50.15,50.15,-151.14,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,26,2019-01-04T12:30:00Z,50.71,50.71,-233.74,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,27,2019-01-04T13:00:00Z,53.75,53.75,-169.67,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,28,2019-01-04T13:30:00Z,53.75,53.75,-241.81,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,29,2019-01-04T14:00:00Z,53.77,53.77,-132.35,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,30,2019-01-04T14:30:00Z,51.25,51.25,-320.67,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,31,2019-01-04T15:00:00Z,53.75,53.75,-294.92,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,32,2019-01-04T15:30:00Z,53.77,53.77,-178.05,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,33,2019-01-04T16:00:00Z,48.30,48.30,-511.43,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,34,2019-01-04T16:30:00Z,52.60,52.60,-262.13,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,35,2019-01-04T17:00:00Z,0.00,0.00,-330.77,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,36,2019-01-04T17:30:00Z,51.15,51.15,-238.14,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,37,2019-01-04T18:00:00Z,51.15,51.15,-66.92,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,38,2019-01-04T18:30:00Z,46.50,46.50,-146.40,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,39,2019-01-04T19:00:00Z,50.95,50.95,-209.84,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,40,2019-01-04T19:30:00Z,46.50,46.50,-451.80,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,41,2019-01-04T20:00:00Z,46.50,46.50,-604.83,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,42,2019-01-04T20:30:00Z,49.75,49.75,-688.32,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,43,2019-01-04T21:00:00Z,51.15,51.15,-61.21,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,44,2019-01-04T21:30:00Z,65.12,65.12,14.09,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,45,2019-01-04T22:00:00Z,64.52,64.52,0.43,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,46,2019-01-04T22:30:00Z,51.25,51.25,-11.10,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,47,2019-01-04T23:00:00Z,81.00,81.00,168.63,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-04,48,2019-01-04T23:30:00Z,81.00,81.00,308.67,2026-05-26T02:17:58.813320Z
Elexon BMRS System Prices,2019-01-05,1,2019-01-05T00:00:00Z,70.49,70.49,8.04,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,2,2019-01-05T00:30:00Z,50.00,50.00,-93.30,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,3,2019-01-05T01:00:00Z,48.50,48.50,-166.10,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,4,2019-01-05T01:30:00Z,49.30,49.30,-124.69,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,5,2019-01-05T02:00:00Z,80.00,80.00,62.76,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,6,2019-01-05T02:30:00Z,81.00,81.00,124.68,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,7,2019-01-05T03:00:00Z,81.00,81.00,228.25,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,8,2019-01-05T03:30:00Z,80.00,80.00,73.88,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,9,2019-01-05T04:00:00Z,64.00,64.00,11.74,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,10,2019-01-05T04:30:00Z,50.00,50.00,-68.28,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,11,2019-01-05T05:00:00Z,48.60,48.60,-124.03,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,12,2019-01-05T05:30:00Z,48.21,48.21,-72.02,2026-05-26T02:17:59.524844Z
Elexon BMRS System Prices,2019-01-05,13,2019-01-05T06:00:00Z,56.02,56.02,-23.46,2026-05-26T02:17:59.524844Z
